# Wordlist

# META
@date:2013-04-09
@source:Heath et al. (2013)

# TAXA
<taxa>
Bankan_Tey
Ben_Tey
Bunoge
Dogul_Dom
Gourou
Jamsay
Jamsay_Mondoro
Mombo
Nanga
Perge_Tegu
Tebul_Ure
Tiranige
Togo_Kan
Tommo_So
Tomo_Kan_Diangassagou
Toro_Tegu
Yanda_Dom
Yorno_So
</taxa>

# DATA
ID	CONCEPTS	TAXA	COUNTERPART	TOKENS	LEXSTATID
2402	man-made tree apiary (for honey bees) consisting of a section of a hollow tree trunk placed among branches in a living tree	Yanda_Dom	kòbù	k ò b ù	1532
2403	man-made tree apiary (for honey bees) consisting of a section of a hollow tree trunk placed among branches in a living tree	Tiranige	ków	k ó w	1532
2404	man-made tree apiary (for honey bees) consisting of a section of a hollow tree trunk placed among branches in a living tree	Mombo	kóbù	k ó b ù	1532
#
2405	manure (sometimes mixed with garbage) as fertilizer	Toro_Tegu	bíríjí	b í r í dʒ í	1553
2406	manure (sometimes mixed with garbage) as fertilizer	Ben_Tey	líw	l í w	1544
2407	manure (sometimes mixed with garbage) as fertilizer	Nanga	númbí	n ú m b í	1549
2408	manure (sometimes mixed with garbage) as fertilizer	Jamsay	lúgù	l ú ɡ ù	1546
2409	manure (sometimes mixed with garbage) as fertilizer	Perge_Tegu	líw	l í w	1544
2410	manure (sometimes mixed with garbage) as fertilizer	Gourou	lúgù	l ú ɡ ù	1546
2411	manure (sometimes mixed with garbage) as fertilizer	Togo_Kan	bínígí	b í n í ɡ í	1553
2412	manure (sometimes mixed with garbage) as fertilizer	Yorno_So	bìrⁿǐŋ	b ì r̃ ǐ ŋ	1553
2413	manure (sometimes mixed with garbage) as fertilizer	Tomo_Kan_Diangassagou	yú:	dʒ úː	1545
2414	manure (sometimes mixed with garbage) as fertilizer	Tommo_So	bìlím	b ì l í m	1553
2415	manure (sometimes mixed with garbage) as fertilizer	Tebul_Ure	lúbé:	l ú b éː	1548
2416	manure (sometimes mixed with garbage) as fertilizer	Yanda_Dom	lùbú	l ù b ú	1548
2417	manure (sometimes mixed with garbage) as fertilizer	Tiranige	úwú	ú w ú	1548
2418	manure (sometimes mixed with garbage) as fertilizer	Mombo	úbù	ú b ù	1548
2419	manure (sometimes mixed with garbage) as fertilizer	Bunoge	kúyè	k ú dʒ è	1545
#
2420	market	Ben_Tey	ɛ́wá:	ɛ́ w áː	1554
2421	market	Bankan_Tey	ɛ́wá:	ɛ́ w áː	1554
2422	market	Nanga	ɛ́wɛ́	ɛ́ w ɛ́	1554
2423	market	Jamsay	ɛ́wɛ́	ɛ́ w ɛ́	1554
2424	market	Perge_Tegu	ɛ́wɛ́	ɛ́ w ɛ́	1554
2425	market	Gourou	ɛ́wɛ́	ɛ́ w ɛ́	1554
2426	market	Jamsay_Mondoro	ɛ́wɛ́	ɛ́ w ɛ́	1554
2427	market	Togo_Kan	ɛ́wɛ́	ɛ́ w ɛ́	1554
2428	market	Yorno_So	íbɛ́	í b ɛ́	1556
2429	market	Tommo_So	íbɛ́	í b ɛ́	1556
2430	market	Dogul_Dom	ébà	é b à	1556
2431	market	Yanda_Dom	ɛ́bà	ɛ́ b à	1556
2432	market	Tiranige	èwà	è w à	1554
2433	market	Mombo	íbá	í b á	1556
#
2434	marrow	Toro_Tegu	síwó	s í w ó	1569
2435	marrow	Ben_Tey	bú:sǎm	b úː s ǎ m	1557
2436	marrow	Nanga	nɔ̀ndí	n ɔ̀ n d í	1563
2437	marrow	Jamsay	búsâm	b ú s â m	1557
2438	marrow	Perge_Tegu	búsâm	b ú s â m	1557
2439	marrow	Gourou	bú:sɔ̀m	b úː s ɔ̀ m	1557
2440	marrow	Togo_Kan	sìyèiⁿ bɔ́:nɔ́	s ì dʒ è ĩ # b ɔ́ː n ɔ́	1567
2441	marrow	Yorno_So	bɔ́nɔ̀	b ɔ́ n ɔ̀	1559
2442	marrow	Tommo_So	bɔ́ndú	b ɔ́ n d ú	1559
2443	marrow	Dogul_Dom	bɔ́ndù	b ɔ́ n d ù	1559
2444	marrow	Tebul_Ure	nɔ́:	n ɔ́ː	1563
2445	marrow	Yanda_Dom	bɔ̀ndúm	b ɔ̀ n d ú m	1559
2446	marrow	Tiranige	nó:ndí	n óː n d í	1563
2447	marrow	Mombo	bùzé	b ù z é	1557
2448	marrow	Bunoge	búgè	b ú ɡ è	1558
#
2449	mat	Toro_Tegu	kàrá	k à r á	1570
2450	mat	Ben_Tey	kàrá	k à r á	1570
2451	mat	Bankan_Tey	kàrá	k à r á	1570
2452	mat	Nanga	kágá	k á ɡ á	1574
2453	mat	Jamsay	kàrá	k à r á	1570
2454	mat	Perge_Tegu	sùgɔ́	s ù ɡ ɔ́	1574
2455	mat	Gourou	gùgó	ɡ ù ɡ ó	1574
2456	mat	Jamsay_Mondoro	kàrá	k à r á	1570
2457	mat	Togo_Kan	sùgɔ́	s ù ɡ ɔ́	1574
2458	mat	Yorno_So	sùgɔ́	s ù ɡ ɔ́	1574
2459	mat	Tommo_So	ǹjó	ǹ dʒ ó	1583
2460	mat	Dogul_Dom	nìí	n ì í	1573
2461	mat	Tebul_Ure	nìŋgé	n ì ŋ ɡ é	1573
2462	mat	Yanda_Dom	nìŋ	n ì ŋ	1573
2463	mat	Tiranige	bì:	b ìː	1572
2464	mat	Mombo	kágà	k á ɡ à	1574
2465	mat	Bunoge	bé:ŋgè	b éː ŋ ɡ è	1572
#
2466	meal (cooked)	Toro_Tegu	lɛ́	l ɛ́	1596
2467	meal (cooked)	Ben_Tey	ɲɛ̌yⁿ	ɲ ɛ̌ dʒⁿ	1584
2468	meal (cooked)	Bankan_Tey	ɲɛ̌yⁿ	ɲ ɛ̌ dʒⁿ	1584
2469	meal (cooked)	Nanga	ɲǎ:	ɲ ǎː	1584
2470	meal (cooked)	Jamsay	ɲǎ:	ɲ ǎː	1584
2471	meal (cooked)	Perge_Tegu	já:	dʒ áː	1592
2472	meal (cooked)	Gourou	pàná	p à n á	1584
2473	meal (cooked)	Yorno_So	jâ:	dʒ âː	1592
2474	meal (cooked)	Tommo_So	jáá	dʒ á á	1592
2475	meal (cooked)	Dogul_Dom	ɲàáŋ	ɲ à á ŋ	1584
2476	meal (cooked)	Tebul_Ure	zá	z á	1592
2477	meal (cooked)	Yanda_Dom	zá	z á	1592
2478	meal (cooked)	Tiranige	ɲà:ŋgè	ɲ àː ŋ ɡ è	1584
2479	meal (cooked)	Mombo	ɲâ:	ɲ âː	1584
2480	meal (cooked)	Bunoge	pànáŋgè	p à n á ŋ ɡ è	1584
#
2481	meat	Toro_Tegu	nàwⁿá	n à w̃ á	1597
2482	meat	Ben_Tey	nàwⁿâ:	n à w̃ âː	1597
2483	meat	Bankan_Tey	nàmâ:	n à m âː	1597
2484	meat	Nanga	nàmâ	n à m â	1597
2485	meat	Jamsay	nɔ̀wⁿɔ́	n ɔ̀ w̃ ɔ́	1597
2486	meat	Perge_Tegu	nàwⁿá	n à w̃ á	1597
2487	meat	Gourou	nɔ̀wⁿɔ́	n ɔ̀ w̃ ɔ́	1597
2488	meat	Jamsay_Mondoro	nɔ̀wⁿɔ́	n ɔ̀ w̃ ɔ́	1597
2489	meat	Togo_Kan	nɔ̀wⁿɔ́	n ɔ̀ w̃ ɔ́	1597
2490	meat	Yorno_So	nàwⁿá	n à w̃ á	1597
2491	meat	Tomo_Kan_Diangassagou	nàmà	n à m à	1597
2492	meat	Tommo_So	nàmá	n à m á	1597
2493	meat	Dogul_Dom	nàmáá	n à m á á	1597
2494	meat	Tebul_Ure	nàmá	n à m á	1597
2495	meat	Yanda_Dom	nàmà	n à m à	1597
2496	meat	Tiranige	námá	n á m á	1597
2497	meat	Mombo	námà	n á m à	1597
2498	meat	Bunoge	námà	n á m à	1597
#
2499	medical treatment, medical care	Toro_Tegu	zòŋú	z ò ŋ ú	1598
2500	medical treatment, medical care	Ben_Tey	jóŋgù	dʒ ó ŋ ɡ ù	1598
2501	medical treatment, medical care	Bankan_Tey	zòŋgú	z ò ŋ ɡ ú	1598
2502	medical treatment, medical care	Nanga	jòŋí	dʒ ò ŋ í	1598
2503	medical treatment, medical care	Jamsay	jóŋ	dʒ ó ŋ	1598
2504	medical treatment, medical care	Perge_Tegu	jǒŋ	dʒ ǒ ŋ	1598
2505	medical treatment, medical care	Gourou	zóŋ	z ó ŋ	1598
2506	medical treatment, medical care	Jamsay_Mondoro	jóŋ	dʒ ó ŋ	1598
2507	medical treatment, medical care	Togo_Kan	jɔ́ŋú	dʒ ɔ́ ŋ ú	1598
2508	medical treatment, medical care	Yorno_So	jɔ́ŋú	dʒ ɔ́ ŋ ú	1598
2509	medical treatment, medical care	Tommo_So	jóŋú	dʒ ó ŋ ú	1598
2510	medical treatment, medical care	Tebul_Ure	zǒŋgó	z ǒ ŋ ɡ ó	1598
2511	medical treatment, medical care	Yanda_Dom	zɔ̀ŋɔ̀	z ɔ̀ ŋ ɔ̀	1598
2512	medical treatment, medical care	Tiranige	sàwrí	s à w r í	1608
2513	medical treatment, medical care	Mombo	jòŋgù jóŋgú	dʒ ò ŋ ɡ ù # dʒ ó ŋ ɡ ú	1604
2514	medical treatment, medical care	Bunoge	jóŋgù	dʒ ó ŋ ɡ ù	1598
#
2515	milk	Toro_Tegu	ɛ̂m	ɛ̂ m	1609
2516	milk	Ben_Tey	ɛ́wⁿɛ̀yⁿ	ɛ́ w̃ ɛ̀ dʒⁿ	1610
2517	milk	Bankan_Tey	ɛ́mmɛ̀yⁿ	ɛ́ m m ɛ̀ dʒⁿ	1609
2518	milk	Nanga	ɛ́mɛ̂	ɛ́ m ɛ̂	1609
2519	milk	Jamsay	ɛ̂m	ɛ̂ m	1609
2520	milk	Perge_Tegu	ɛ̂m	ɛ̂ m	1609
2521	milk	Gourou	ɛ̂m	ɛ̂ m	1609
2522	milk	Jamsay_Mondoro	ɛ̂m	ɛ̂ m	1609
2523	milk	Togo_Kan	írí	í r í	1620
2524	milk	Yorno_So	ɛ̂m	ɛ̂ m	1609
2525	milk	Tomo_Kan_Diangassagou	nà:ʔì:ⁿ	n àː ʔ ìːⁿ	1622
2526	milk	Tommo_So	ém	é m	1609
2527	milk	Tebul_Ure	ɛ́mnɛ́	ɛ́ m n ɛ́	1609
2528	milk	Yanda_Dom	ɛ́mɛ́	ɛ́ m ɛ́	1609
2529	milk	Tiranige	ɛ̀mɛ̀ŋgè	ɛ̀ m ɛ̀ ŋ ɡ è	1611
2530	milk	Mombo	ɛ́mɛ́	ɛ́ m ɛ́	1609
2531	milk	Bunoge	ʔɛ́mɛ́ŋgè	ʔ ɛ́ m ɛ́ ŋ ɡ è	1611
#
2532	millet	Toro_Tegu	yú	dʒ ú	1623
2533	millet	Ben_Tey	yû:	dʒ ûː	1623
2534	millet	Bankan_Tey	yû:	dʒ ûː	1623
2535	millet	Nanga	yû:	dʒ ûː	1623
2536	millet	Jamsay	ɲú:	ɲ úː	1627
2537	millet	Perge_Tegu	yú:	dʒ úː	1623
2538	millet	Jamsay_Mondoro	ɲú:	ɲ úː	1627
2539	millet	Togo_Kan	ɲú:	ɲ úː	1627
2540	millet	Yorno_So	yǔ:	dʒ ǔː	1623
2541	millet	Tomo_Kan_Diangassagou	ʔínjá	ʔ í n dʒ á	1626
2542	millet	Tommo_So	yúú	dʒ ú ú	1623
2543	millet	Dogul_Dom	sìyɛ́	s ì dʒ ɛ́	1626
2544	millet	Tebul_Ure	yɔ́	dʒ ɔ́	1623
2545	millet	Yanda_Dom	yú:	dʒ úː	1623
2546	millet	Tiranige	yò:gè	dʒ òː ɡ è	1623
2547	millet	Mombo	sé:ŋgè	s éː ŋ ɡ è	1625
2548	millet	Bunoge	sé:ŋgè	s éː ŋ ɡ è	1625
#
2549	millet beer	Toro_Tegu	kɔ̀ⁿsɔ́	k ɔ̃̀ s ɔ́	1628
2550	millet beer	Ben_Tey	kɔ̀njɔ́	k ɔ̀ n dʒ ɔ́	1628
2551	millet beer	Nanga	kɔ̀njɔ́	k ɔ̀ n dʒ ɔ́	1628
2552	millet beer	Perge_Tegu	yù:kɔ̀njɔ́	dʒ ùː k ɔ̀ n dʒ ɔ́	1628
2553	millet beer	Gourou	kɔ̀sɔ́	k ɔ̀ s ɔ́	1628
2554	millet beer	Jamsay_Mondoro	kɔ̀ɲɔ́	k ɔ̀ ɲ ɔ́	1628
2555	millet beer	Togo_Kan	ɲú: kɛ́ɲɛ́	ɲ úː # k ɛ́ ɲ ɛ́	1630
2556	millet beer	Yorno_So	kɔ̀ɲɔ́	k ɔ̀ ɲ ɔ́	1628
2557	millet beer	Tomo_Kan_Diangassagou	cɛ́njɛ́	tʃ ɛ́ n dʒ ɛ́	1628
2558	millet beer	Tommo_So	yúú kɔ̀njɔ̀	dʒ ú ú # k ɔ̀ n dʒ ɔ̀	1630
2559	millet beer	Dogul_Dom	sìyɛ̀ kɔ́ɲjɔ̀	s ì dʒ ɛ̀ # k ɔ́ ɲ dʒ ɔ̀	1630
2560	millet beer	Tebul_Ure	kɔ̀ndɔ́	k ɔ̀ n d ɔ́	1628
2561	millet beer	Yanda_Dom	kɔ̀nzɔ̀	k ɔ̀ n z ɔ̀	1628
2562	millet beer	Tiranige	kɔ́njɛ́	k ɔ́ n dʒ ɛ́	1628
2563	millet beer	Mombo	sè:ŋgè kɔ́ndyɔ́	s èː ŋ ɡ è # k ɔ́ n d dʒ ɔ́	1630
2564	millet beer	Bunoge	ʔàmmɛ̀	ʔ à m m ɛ̀	1629
#
2565	millet flour	Toro_Tegu	yùpìrⁿá	dʒ ù p ì r̃ á	1634
2566	millet flour	Ben_Tey	yû: pìnàm	dʒ ûː # p ì n à m	1631
2567	millet flour	Bankan_Tey	yû: pìrⁿànàmù:	dʒ ûː # p ì r̃ à n à m ùː	1631
2568	millet flour	Nanga	yù:pírⁿâ	dʒ ùː p í r̃ â	1634
2569	millet flour	Jamsay	yù:pìnǎm	dʒ ùː p ì n ǎ m	1634
2570	millet flour	Perge_Tegu	yù:pìnǎm	dʒ ùː p ì n ǎ m	1634
2571	millet flour	Togo_Kan	ɲù: pùnǎyⁿ	ɲ ùː # p ù n ǎ dʒⁿ	1631
2572	millet flour	Yorno_So	yù:pùnǎm	dʒ ùː p ù n ǎ m	1634
2573	millet flour	Tommo_So	yùù púnɔ́	dʒ ù ù # p ú n ɔ́	1631
2574	millet flour	Dogul_Dom	ʃìyɛ̀ púnó	ʃ ì dʒ ɛ̀ # p ú n ó	1631
2575	millet flour	Tebul_Ure	yɔ̀púrⁿó	dʒ ɔ̀ p ú r̃ ó	1634
2576	millet flour	Yanda_Dom	yù:púrⁿá	dʒ ùː p ú r̃ á	1634
2577	millet flour	Tiranige	séŋgé pùnàŋgé	s é ŋ ɡ é # p ù n à ŋ ɡ é	1631
2578	millet flour	Mombo	sè:ŋgè púnáŋgè	s èː ŋ ɡ è # p ú n á ŋ ɡ è	1631
#
2579	mint	Toro_Tegu	ná:nâ:	n áː n âː	1635
2580	mint	Ben_Tey	ànàná	à n à n á	1635
2581	mint	Bankan_Tey	àná:nà	à n áː n à	1635
2582	mint	Nanga	nàna᷈yⁿ	n à n a᷈ dʒⁿ	1635
2583	mint	Jamsay	ànà:ná	à n àː n á	1635
2584	mint	Perge_Tegu	ànàná	à n à n á	1635
2585	mint	Togo_Kan	nànàyé	n à n à dʒ é	1635
2586	mint	Yorno_So	nànàyê:	n à n à dʒ êː	1635
2587	mint	Tomo_Kan_Diangassagou	nànàyè	n à n à dʒ è	1635
2588	mint	Tommo_So	nànàý	n à n à dʒ́	1635
2589	mint	Dogul_Dom	nànáày	n à n á à dʒ	1635
2590	mint	Tebul_Ure	nànǎyⁿ	n à n ǎ dʒⁿ	1635
2591	mint	Yanda_Dom	nànǎy	n à n ǎ dʒ	1635
2592	mint	Tiranige	nànàyé	n à n à dʒ é	1635
2593	mint	Mombo	nànǎy	n à n ǎ dʒ	1635
#
2594	moon	Toro_Tegu	ìwá	ì w á	1636
2595	moon	Ben_Tey	ùwɔ́	ù w ɔ́	1636
2596	moon	Bankan_Tey	wǎ:	w ǎː	1636
2597	moon	Nanga	wǎ:	w ǎː	1636
2598	moon	Jamsay	ɛ̌:	ɛ̌ː	1640
2599	moon	Perge_Tegu	ɛ̌:	ɛ̌ː	1640
2600	moon	Gourou	ɛ̌:	ɛ̌ː	1640
2601	moon	Jamsay_Mondoro	ɛ̌:	ɛ̌ː	1640
2602	moon	Togo_Kan	ɔ̌:	ɔ̌ː	1648
2603	moon	Tommo_So	ììyɛ́	ì ì dʒ ɛ́	1649
2604	moon	Dogul_Dom	wɔ́ɔ́gù	w ɔ́ ɔ́ ɡ ù	1639
2605	moon	Tebul_Ure	swǎ:	s w ǎː	1636
2606	moon	Yanda_Dom	swà:	s w àː	1636
2607	moon	Tiranige	éŋání	é ŋ á n í	1647
2608	moon	Mombo	wɛ̂:	w ɛ̂ː	1636
2609	moon	Bunoge	yá:sìmà	dʒ áː s ì m à	1638
#
2610	mother	Toro_Tegu	ná	n á	1650
2611	mother	Ben_Tey	nàrⁿá	n à r̃ á	1650
2612	mother	Nanga	dě:	d ěː	1656
2613	mother	Jamsay	nǎ:	n ǎː	1650
2614	mother	Perge_Tegu	nǎ:	n ǎː	1650
2615	mother	Gourou	nǎ:	n ǎː	1650
2616	mother	Jamsay_Mondoro	nǎ:	n ǎː	1650
2617	mother	Togo_Kan	ìnǎ:	ì n ǎː	1650
2618	mother	Yorno_So	ná:	n áː	1650
2619	mother	Tommo_So	nnáá	n n á á	1650
2620	mother	Dogul_Dom	dààrá	d à à r á	1651
2621	mother	Tebul_Ure	nàrⁿá	n à r̃ á	1650
2622	mother	Yanda_Dom	nì:	n ìː	1650
2623	mother	Tiranige	nɛ̀nɛ̀	n ɛ̀ n ɛ̀	1650
2624	mother	Mombo	ní:	n íː	1650
#
2625	munch on and suck (kola, sugar cane)	Ben_Tey	kúwó	k ú w ó	1657
2626	munch on and suck (kola, sugar cane)	Bankan_Tey	kúwó	k ú w ó	1657
2627	munch on and suck (kola, sugar cane)	Nanga	kúwó	k ú w ó	1657
2628	munch on and suck (kola, sugar cane)	Jamsay	tɛ́wⁿɛ́	t ɛ́ w̃ ɛ́	1659
2629	munch on and suck (kola, sugar cane)	Perge_Tegu	kúwó	k ú w ó	1657
2630	munch on and suck (kola, sugar cane)	Gourou	kúwó	k ú w ó	1657
2631	munch on and suck (kola, sugar cane)	Jamsay_Mondoro	tɛ́wⁿɛ́	t ɛ́ w̃ ɛ́	1659
2632	munch on and suck (kola, sugar cane)	Togo_Kan	tɛ́wⁿɛ́	t ɛ́ w̃ ɛ́	1659
2633	munch on and suck (kola, sugar cane)	Yorno_So	tɛ́wⁿɛ́	t ɛ́ w̃ ɛ́	1659
2634	munch on and suck (kola, sugar cane)	Tomo_Kan_Diangassagou	cémé	tʃ é m é	1659
2635	munch on and suck (kola, sugar cane)	Dogul_Dom	tɛ̀mɛ́	t ɛ̀ m ɛ́	1659
2636	munch on and suck (kola, sugar cane)	Tebul_Ure	kúbó	k ú b ó	1657
2637	munch on and suck (kola, sugar cane)	Yanda_Dom	kúbó	k ú b ó	1657
2638	munch on and suck (kola, sugar cane)	Tiranige	tɛ́mɔ́	t ɛ́ m ɔ́	1659
2639	munch on and suck (kola, sugar cane)	Mombo	tɛ́mɛ́	t ɛ́ m ɛ́	1659
#
2640	my father	Toro_Tegu	m̀ bá	m̀ # b á	1663
2641	my father	Ben_Tey	bɔ᷈:	b ɔ᷈ː	1660
2642	my father	Bankan_Tey	bɔ᷈:	b ɔ᷈ː	1660
2643	my father	Nanga	bǎ: yɛ᷈:	b ǎː # dʒ ɛ᷈ː	1660
2644	my father	Jamsay	mì dê:	m ì # d êː	1663
2645	my father	Perge_Tegu	mì bâ:	m ì # b âː	1663
2646	my father	Gourou	mì díyè	m ì # d í dʒ è	1663
2647	my father	Jamsay_Mondoro	mì dê:	m ì # d êː	1663
2648	my father	Togo_Kan	dèdé: mà	d è d éː # m à	1662
2649	my father	Tommo_So	mí báá	m í # b á á	1663
2650	my father	Dogul_Dom	ǹdé mmɔ̀	ǹ d é # m m ɔ̀	1662
2651	my father	Tebul_Ure	mí bà	m í # b à	1663
2652	my father	Yanda_Dom	mì dé:	m ì # d éː	1663
2653	my father	Tiranige	mì bàwá	m ì # b à w á	1663
2654	my father	Mombo	m̀bá:	m̀ b áː	1666
#
2655	my father- or mother-in-law	Toro_Tegu	m̀ áwⁿà	m̀ # á w̃ à	1669
2656	my father- or mother-in-law	Ben_Tey	ɔ̌wⁿrⁿù	ɔ̌ w̃ r̃ ù	1668
2657	my father- or mother-in-law	Bankan_Tey	ómírⁿì	ó m í r̃ ì	1667
2658	my father- or mother-in-law	Nanga	òmìrⁿí yɛ᷈:	ò m ì r̃ í # dʒ ɛ᷈ː	1667
2659	my father- or mother-in-law	Jamsay	mì ɔ́wⁿɔ̀	m ì # ɔ́ w̃ ɔ̀	1669
2660	my father- or mother-in-law	Perge_Tegu	mì áwⁿà	m ì # á w̃ à	1669
2661	my father- or mother-in-law	Togo_Kan	àwⁿá mà	à w̃ á # m à	1676
2662	my father- or mother-in-law	Yorno_So	mú àwⁿà	m ú # à w̃ à	1669
2663	my father- or mother-in-law	Tommo_So	mí ámá	m í # á m á	1669
2664	my father- or mother-in-law	Dogul_Dom	mí ámílí	m í # á m í l í	1669
2665	my father- or mother-in-law	Tebul_Ure	mí ómlè:	m í # ó m l èː	1669
2666	my father- or mother-in-law	Yanda_Dom	mì ámélé	m ì # á m é l é	1669
2667	my father- or mother-in-law	Tiranige	mì àmàlí	m ì # à m à l í	1669
2668	my father- or mother-in-law	Mombo	ńɲámálì	ń ɲ á m á l ì	1671
#
2669	my mother	Toro_Tegu	ǹ ná	ǹ # n á	1679
2670	my mother	Ben_Tey	nǎrⁿà	n ǎ r̃ à	1677
2671	my mother	Bankan_Tey	nárⁿâ	n á r̃ â	1677
2672	my mother	Nanga	dě: yɛ᷈:	d ěː # dʒ ɛ᷈ː	1683
2673	my mother	Jamsay	mì nâ:	m ì # n âː	1679
2674	my mother	Perge_Tegu	mì nâ:	m ì # n âː	1679
2675	my mother	Gourou	mì nâ:	m ì # n âː	1679
2676	my mother	Jamsay_Mondoro	mì nâ:	m ì # n âː	1679
2677	my mother	Togo_Kan	ìnǎ: mà	ì n ǎː # m à	1687
2678	my mother	Yorno_So	mú nà:	m ú # n àː	1679
2679	my mother	Tommo_So	mí náá	m í # n á á	1679
2680	my mother	Tebul_Ure	mí nárⁿà	m í # n á r̃ à	1679
2681	my mother	Yanda_Dom	mì ní:	m ì # n íː	1679
2682	my mother	Tiranige	mì nɛ̀nɛ́	m ì # n ɛ̀ n ɛ́	1679
2683	my mother	Mombo	ǹní:	ǹ n íː	1682
#
2684	navel	Toro_Tegu	kórú	k ó r ú	1688
2685	navel	Ben_Tey	bɔ̀ŋgɔ́	b ɔ̀ ŋ ɡ ɔ́	1689
2686	navel	Bankan_Tey	kón	k ó n	1688
2687	navel	Nanga	bɔ̀ŋgɔ́	b ɔ̀ ŋ ɡ ɔ́	1689
2688	navel	Jamsay	kón	k ó n	1688
2689	navel	Perge_Tegu	bɔ̀ŋgɔ́	b ɔ̀ ŋ ɡ ɔ́	1689
2690	navel	Gourou	kón	k ó n	1688
2691	navel	Jamsay_Mondoro	kón	k ó n	1688
2692	navel	Togo_Kan	bɔ̀gú	b ɔ̀ ɡ ú	1689
2693	navel	Yorno_So	bɔ̀gìý	b ɔ̀ ɡ ì dʒ́	1689
2694	navel	Tomo_Kan_Diangassagou	kù:kwɛ̀ʔɛ̀ⁿ	k ùː k w ɛ̀ ʔ ɛ̃̀	1702
2695	navel	Tommo_So	bɔ̀ŋgɔ̀ý	b ɔ̀ ŋ ɡ ɔ̀ dʒ́	1689
2696	navel	Dogul_Dom	bɔ́ŋgɔ̀	b ɔ́ ŋ ɡ ɔ̀	1689
2697	navel	Tebul_Ure	bɔ̀ŋgɔ́	b ɔ̀ ŋ ɡ ɔ́	1689
2698	navel	Yanda_Dom	bɔ̀ŋɔ̀	b ɔ̀ ŋ ɔ̀	1689
2699	navel	Tiranige	bɔ̀ŋgùlɔ̀	b ɔ̀ ŋ ɡ ù l ɔ̀	1689
2700	navel	Mombo	bòŋgèlé	b ò ŋ ɡ è l é	1689
2701	navel	Bunoge	bɔ̀ŋgɛ́lɛ̀	b ɔ̀ ŋ ɡ ɛ́ l ɛ̀	1689
#
2702	neck	Toro_Tegu	kɔ̀rɔ́	k ɔ̀ r ɔ́	1703
2703	neck	Ben_Tey	kɔ̀rɔ́	k ɔ̀ r ɔ́	1703
2704	neck	Bankan_Tey	kɔ̀rɔ́	k ɔ̀ r ɔ́	1703
2705	neck	Nanga	kɔ̀rɔ́	k ɔ̀ r ɔ́	1703
2706	neck	Jamsay	kɔ̀rɔ́	k ɔ̀ r ɔ́	1703
2707	neck	Perge_Tegu	kɔ̀rɔ́	k ɔ̀ r ɔ́	1703
2708	neck	Gourou	kɔ̀rɔ́	k ɔ̀ r ɔ́	1703
2709	neck	Togo_Kan	kɔ̀rɔ́	k ɔ̀ r ɔ́	1703
2710	neck	Yorno_So	kùkɔ̀lɔ́	k ù k ɔ̀ l ɔ́	1703
2711	neck	Tomo_Kan_Diangassagou	kɔ̀lɔ̀	k ɔ̀ l ɔ̀	1703
2712	neck	Tommo_So	ɔ̀dɔ́	ɔ̀ d ɔ́	1714
2713	neck	Dogul_Dom	mɔ́ɔ́gù	m ɔ́ ɔ́ ɡ ù	1706
2714	neck	Yanda_Dom	kɔ̀lɔ̀	k ɔ̀ l ɔ̀	1703
2715	neck	Tiranige	mɔ́:	m ɔ́ː	1706
2716	neck	Mombo	párù	p á r ù	1709
2717	neck	Bunoge	kòláŋgè	k ò l á ŋ ɡ è	1703
#
2718	needle (sewing)	Toro_Tegu	kálá	k á l á	1718
2719	needle (sewing)	Ben_Tey	mìsílè	m ì s í l è	1715
2720	needle (sewing)	Bankan_Tey	mísìndê:	m í s ì n d êː	1715
2721	needle (sewing)	Nanga	mɛ̀sírⁿɛ̂	m ɛ̀ s í r̃ ɛ̂	1715
2722	needle (sewing)	Jamsay	kállá	k á l l á	1718
2723	needle (sewing)	Perge_Tegu	kálá	k á l á	1718
2724	needle (sewing)	Jamsay_Mondoro	kállá	k á l l á	1718
2725	needle (sewing)	Togo_Kan	mɛ̀ɲɛ́rⁿɛ́	m ɛ̀ ɲ ɛ́ r̃ ɛ́	1715
2726	needle (sewing)	Yorno_So	kálá	k á l á	1718
2727	needle (sewing)	Tommo_So	mɛ̀njɛ̀nɛ́	m ɛ̀ n dʒ ɛ̀ n ɛ́	1715
2728	needle (sewing)	Dogul_Dom	mɛ̀njɛ̀nɛ́	m ɛ̀ n dʒ ɛ̀ n ɛ́	1715
2729	needle (sewing)	Tebul_Ure	mɛ̀ndɛ́rⁿɛ́	m ɛ̀ n d ɛ́ r̃ ɛ́	1715
2730	needle (sewing)	Yanda_Dom	mɛ̀nzínà	m ɛ̀ n z í n à	1715
2731	needle (sewing)	Mombo	mènyèné	m è n dʒ è n é	1715
#
2732	neighborhood, quarter (section of a village or town)	Toro_Tegu	àlká	à l k á	1730
2733	neighborhood, quarter (section of a village or town)	Ben_Tey	póŋgú	p ó ŋ ɡ ú	1719
2734	neighborhood, quarter (section of a village or town)	Bankan_Tey	póŋgú	p ó ŋ ɡ ú	1719
2735	neighborhood, quarter (section of a village or town)	Nanga	gàndí	ɡ à n d í	1724
2736	neighborhood, quarter (section of a village or town)	Jamsay	nɔ̌ŋ	n ɔ̌ ŋ	1719
2737	neighborhood, quarter (section of a village or town)	Perge_Tegu	póŋ	p ó ŋ	1719
2738	neighborhood, quarter (section of a village or town)	Gourou	nɔ̌ŋ	n ɔ̌ ŋ	1719
