code (Eng)	subcode (Eng)	code (fr)	sous-code (fr)	code #	subcode #	subsubcode #	short	court	ref#	date	comment	Leipzig-Jakarta	Swadesh (AH)	English	français	NAME Toro Tegu	NAME Bangime	NAME Sangha So	NAME Ben Tey	NAME Bankan-Tey	NAME Nanga	Jamsay (alphabet)	NAME Jamsay Douentza	NAME Perge Tegu	NAME Gourou	NAME Jamsay Mondoro	NAME Togo-Kan	NAME Yorno-So	NAME Tomo Kan Segue	NAME Tomo Kan Diangassagou	NAME Tommo-So	NAME Dogul Dom	 NAME Tebul Ure	NAME Yanda Dom	NAME Najamba	NAME Tiranige	NAME Mombo	NAME Ampari	NAME Bunoge	NAME Penange
interrogative	with what	interrogation	avec quoi	104	4	1	with what?	avec quoi?	05290	old	basic			with what?	avec quoi?	èsé sì:, yé sì:			ǹjé ɲây	ǹjé ɲâŋ	kɔ̀-ɲɛ́ ỳŋà, ǹɲɛ́ ỳŋà	iɲele	ìɲé lè	ìnjé lè		ìɲé lè	ìŋé bè	ǹjɛ́ lé			ńjɛ́ le	ágíyàŋ	ìnjé nì:, c-ìnjé nì:	ʔə̀ɲè mí:, cì-ʔə̀ɲè mí:	yèŋgé má	ndégé sìyà:	ínjé ńdô:	ìnjɛ̀ ró	ʔèbégè ndò	njɛ̂:-ní
interrogative	which	interrogation	quel	104	5	1	which?	quel?	05291	old	basic			which?	quel?	yàgá-sì			àŋgû-m, àŋgú kú-m̀\\àŋgú kù be᷈:	àŋgú	àŋgú	yɔkkɔ	yɔ́kkɔ̀	yǎwkɔ̀		yɔ̌w, yɔ́kkɔ̀	yǎ:-kɔ́	yɔ̀gɔ̌:			yàgú	ágí	à-gú (inanimate), à-ḿ (animate)	àŋgó (inanimate), àŋgɛ́ (animate)	àŋgú	árí	mómbó	X wⁿà: kàní	nà X (and variants)	wèn X
interrogative	where	interrogation	où	104	6	1	where?	où?	05292	old	basic		where? (location)	where? (location)	où? (position)	yàgá	kóté		án-dá:	ǎnnì	àrⁿáŋá	yɔle	yɔ̌: lé	yǎw		yɔ̌w lé	ya᷈:	yɔ̀gɔ̌: nɛ̀, yàbá:			yàbáá, yàgú nɛ	àŋá	àndí	àmbá:	ànî:, ǎǹ	àná	mándà	wⁿɔ̂wⁿ	ná-lò	mbá
interrogative	when	interrogation	quand	104	7	1	when?	quand?	05294	old	basic			when? (e.g. what day?)	quand? (par ex., quel jour?)	yàgá cɛ́là, yàgá túwⁿɔ̀			àŋgú sú wò	tù àŋgú ɲâŋ	àŋgú tû: gò	yaŋarⁿa,doguruyɔkkɔle	yàŋárⁿà, dògùrù yɔ́kkɔ̀ lè	yǎw dógùrù		yàŋárⁿà	yǎ: dógùrù	bày yǎ:rⁿà, bày yɔ̀gɔ̌:			bày yààná, bày yàgú		à:rⁿá	à:rⁿà, à:rⁿà gá	àŋgí sárà	áná-ŋgà, dèyⁿ árí	gè:dènì mómbó	wⁿàná	nà náŋgà	
interrogative	when	interrogation	quand	104	7	2	when?	quand?	05295	old	basic			when? (at what time?)	quand? (à quelle heure?)	yàgá cɛ́là, yàgá túwⁿɔ̀			wàgàtù ǎŋ ɲâyⁿ, lɛ̀:rɛ̀ ǹjé ɲâyⁿ	wàwtù àŋgú ɲâŋ, lɛ̀:rù àŋgú ɲâŋ	wàgàtì àrⁿáŋá, ɛ̀:r àrⁿáŋá	wakatiyɔkkɔle,lɛrɛyɔkkɔle	wàkàtì yɔ́kkɔ̀ lè, lɛ̀:rɛ̀ yɔ́kkɔ̀ lè	yǎw dógùrù			yǎ: téŋé bè	[wà:rù yɔ̀gɔ̌:] lé			wàkàdù yàgú, ńjɛ́ wáárú le		à:rⁿá	wàkàtù ʔə̀ɲì mí:	[lè:r àŋgí] mà	áná-ŋgà	wàgùrù mómbó		nà wá:rì, ʔèbègé wàgâr	wèn wàgárà
interrogative	how much	interrogation	combien	104	8	1	how much?, how many?	combien?	05296	old	basic			how much?, how many?	combien?	àŋí			à:ŋgá	à:ŋgá	à:ŋgǎy	aŋa	à:ŋá	à:ŋgá		à:ŋá	à:ŋá	àŋá			àŋgé		àŋgá	àŋà	àŋgɛ̂y	à:ŋgá	á:ŋgà	à:ŋgà	ʔáŋgáwⁿ	àŋgà
interrogative	how	interrogation	comment	104	9	1	how?	comment?	05297	old	basic		how?	how?	comment?	yⁿàŋêy	nìí \\ nù mì		àŋây	àŋgây	àmâyⁿ	yɔjin	yɔ̌:-jǐn	yǎw-ɲɛ̀:		yɔ̌:-jǐn	ɲâŋ	yà-ŋín			yàŋgé-ni	àyáŋ	áyⁿ	ànjǎ:	ànnɛ́, àŋìnɛ́	árá, árá-árá	mánà	wⁿǎ:ⁿ	nánjì	wɛ̀nɛ̀
interrogative	yes/no	interrogation	est-ce que	104	11	1	yes/no	est-ce que	05299	old	basic			is it the case that ...? (yes/no interrogative)	est-ce que ...?	X ma			X ma	X ma	X ma	ma	X ma	X ma			X mà	X mǎ→			X ma			X mà	X lò	X lè ~ nì	X gà	→ (prolongation, final H-tone)	yà (clause-final, default), là (clause-final after 'it is' clitic), là (preverbal, in positive imperfective/stative)	→ (vowel prolongation, rising pitch)
numeral/count	one	numéro/compter	un	109	1	1	1	un	05374	old	basic	one	one	one	un	túrú	(kě) té \\ tǐjɛ́	tíírù \\ túrú	tùwⁿɔ́\\tùwⁿɔ̂-m\\tùwⁿɔ́-yɛ̀	tùmá	tùmâ	turu	túrú	túrú	túrú		túrú (numeral), túnɔ́ (adjective)	túrú			túrú	tɔ́mɔ̀	túrɛ̀:\\túrù-gɔ̀	tùmá→	kúndé	tò:mà	yɛ̀: tá:ŋgù	tùdà	tó:lì	tà:ŋgà
numeral/count	one	numéro/compter	un	109	1	2	1	un	05375	old	basic			one (in counting)	un (en comptant)	túrú		tùríí	tùmɔ́:	tùmá:	tùmâ	turu	túrú	tí:rú		túrú	tí→	tí→			tíí	tɔ́mɔ̀	tí:rú	tùmá→	tô:y	tò:mà	tí:tà	tò:dá	ǹ-tó:ró	tè:dà
numeral/count	one	numéro/compter	un	109	1	3	single, sole	seul, solitaire	05376	old	basic			sole, single	seul, solitaire	tùr-í→		túrú	tùwⁿɔ̂-m	tùmá-m, tùmá	tùmâ	tumno	túmnó	túmnó				túrú			túmɔ́	tɔ́mɔ̀			kúndé		tè:ná			ín X tírà→
numeral/count	one	numéro/compter	un	109	1	4	same	même	05377	old	basic			the same one	le même	tùr-í→		túrú	tùwⁿɔ̂:	tùmá	tùmâ	tumno	túmnó	túmnó				tɔ́:ⁿ			tùmɔ̀ wó	tɔ́mɔ̀			kúndé	tò:mà	yɛ̀: tá:ŋgù			tà:ŋgà
numeral/count	digit 2-9	numéro/compter	chiffre 2-9	109	2	1	2	deux	05379	old	basic		two	two	deux	lěy	(kéɛ̀) jìndò	léj	yěy	yǒy	wǒy	lɛy	lɛ̌y	lěy	lɛ̌y	lɛ̌y	lɔ́y (after noun), lɔ́:y (counting)	lɛ́y			néé	néégè	lé:rú (counting), -lêy (after classifier)	nɔ́:, yè-nɔ́:	nô:y	nì:ŋgà	nɛ́:ŋgá	é:ŋgá	dè:gà (ǹ-dé:gá in counting)	nègà, né:ŋgá (counting sequence), X-gè nègá
numeral/count	digit 2-9	numéro/compter	chiffre 2-9	109	2	2	3	trois	05380	old	basic		three	three	trois	tà:lí	(kéɛ̀) táàrù	táárⁿú	tà:nú	tà:ní	tà:ndǐ:	tan	tǎ:n	tà:lú	tà:nú	tǎ:n	tǎ:n ~ tà:nú	tǎ:n			tààndú	táándù	tà:ndú	tá:ndù, yè-tá:ndù	tà:ndî:	tá:ndí	tá:ndì	tá:ndí	tá:ndù	tà:ndì, X-gè tá:ndì
numeral/count	digit 2-9	numéro/compter	chiffre 2-9	109	2	3	4	quatre	05381	old	basic		four	four	quatre	nǎy	(kéɛ̀) n níjɛ̀	nǎj	nǐ:yⁿ	nìŋŋěyⁿ	nɔ̌yⁿ	nayⁿ	nǎyⁿ	nǎyⁿ	nǎyⁿ		nǎyⁿ	nǎyⁿ			nǎy	kɛ́ɛ́sɔ̀	kɛ́dɛ́	cɛ́zɔ́, yè-cɛ́zɔ́	kɛ́:jɛ̀y	cɛ̀:jɔ̀	kɛ́:jɔ́	ní:	nê:wⁿ	kɛ̀jɔ̀, kɛ́:jɔ́ (counting sequence), X-gè kɛ̀jɔ́
numeral/count	digit 2-9	numéro/compter	chiffre 2-9	109	2	4	5	cinq	05382	old	basic		five	five	cinq	nǔ:y	(kě) núndì	nùmɔ́rⁿɔ́	nùmǔyⁿ	nùmmǔyⁿ	nìmǐ:	nuyⁿ	nǔ:yⁿ	nùmǐ:	nǔ:yⁿ	nǔ:yⁿ	núnɛ́: (counting), nùnɛ́: (after noun)	nùmɔ́rⁿɔ́			ǹnɔ́	ǹnó	nǔm	nûm, yè-nûm	nùmî:	nú:	nú:mò	númú	nɔ́:mɔ̀	nɔ̀:m, X-gè nɔ́:m
numeral/count	digit 2-9	numéro/compter	chiffre 2-9	109	2	5	6	six	05383	old	basic			six	six	kúréy		kúrój	kúròy	kúròy	kúrê	kuroy	kúróy	kúró:y	kúróy	kúróy	kúré:	kúlòy			kúlóy	kúlɛ̀	kúlé	kúlé. yè-kúlé	kúlèy	kùlèyⁿ	kúléyⁿ	kúró	kúléwⁿ	kùlè:nì, X-gè kúlé:ní
numeral/count	digit 2-9	numéro/compter	chiffre 2-9	109	2	6	7	sept	05384	old	basic			seven	sept	sóyⁿ		sɔ́j	súyⁿɔ̀yⁿ	síyⁿɔ̀yⁿ	súyɛ̂	suyⁿ	sûyⁿ	sûyⁿ	sûyⁿ		sɔ̂:	sɔ̂y			sɔ́y	sɔ́ɔ́wɛ̀	sɔ́	swɛ́:, yè-swɛ́:	swɛ̂y	sɔ́:y	sɔ́:lì	sɔ́:y	sɔ́:wⁿ	sɔ̀:lì, X-gè sɔ́:lì
numeral/count	digit 2-9	numéro/compter	chiffre 2-9	109	2	7	8	huit	05385	old	basic			eight	huit	gá:rà		gágárá	gá:rày	gá:rày	gá:rɛ̀	gara	gá:rà	gá:rà	gá:rà		sìlâ:	gágàrà			gágìrà	séélè	gà-gárà	sá:gè, yè-sá:gè	sá:gì:	sé:lé	sé:lè	sé:ró	sé:léwⁿ	sè:lè, X-gè sé:lè
numeral/count	digit 2-9	numéro/compter	chiffre 2-9	109	2	8	9	neuf (numéro)	05386	old	basic			nine	neuf (numéro)	lá:rà		túwɔ́	tè:sǐm	tè:súm	tè:sǐ:	laruwa	lá:rúwà	lá:rwà	lá:rúwà		tùwâ:	tùwɔ́			túwwɔ́	tùùwɔ́	[gà-gárà]-bà	twâ:, yè-twâ:	twây	tó:wá	tó:wà	tó:wá	tó:wà	tò:wà, X-gè tó:wà
numeral/count	decimal	numéro/compter	chiffre décimal	109	3	1	10	dix	05387	old	basic			ten	dix	pɛ́:rú		pɛ́l	pɛ́rú	pɛ́:rú	pɛ́:rù	pɛru	pɛ́rú	pɛ́rú	pɛ́rɛ́		pɛ́rú	pɛ́l			pɛ́lú	pɛ́ɛ̀l	pɛ́lú	píyɛ́l, yè-píyél	píyɛ́lì	pìyɔ̀lù	pɛ́:lù	pɛ́:ró	kóbéwⁿ	pɛ̀:l ~ pɛ̀:lù, X-gè pɛ́:l ~ pɛ́:lú
numeral/count	decimal	numéro/compter	chiffre décimal	109	3	10	80	quatri-vingt	05396	old	basic			eighty (archaic)	quatre-vingt (archaïque)	(none, cf. zàŋgú '100')			dɔ̀: sòŋgú	sò:ŋgú	dɔ̀gɔ̀ sěŋ	dɔgɔsuŋ	dɔ̀ɣɔ̀-sǔŋ	dɔ̀gɔ̀-sǔŋ		dɔ̀ɣɔ̀-sǔŋ	sùŋú	dɔ̀gɔ̀-sǔm			kɛ̀ɛ̀súm		sùŋgó, dɔ̀gɔ̀-sùŋgó	sìŋ	sǐm, kɛ̀:sǔm	síŋgí		síwⁿí		
numeral/count	digit plus	numéro/compter	chiffre plus	109	4	5	teen	dix-	05403	old	basic			 -teen ('11' to '19')	dix- ('11' à '19')	(none, just the digit)			sâ:		ságâ	saga	sáɣà	ságà	sáɣà		ságà	sìgɛ̀			pɛ́lú-gó X-gó sígɛ́	sìgà	sàgà	sî:	sìgà	sùgɔ́		(none)	(none)	ní-Y (before digit term)
numeral/count	thousand	numéro/compter	mille	109	6	1	thousand	mille	05405	old	basic			thousand	mille	zɛ́mbɛ̀rɛ̀			mùsú	m̀bùsú	mùsú	muɲu	mùɲú	mùsú	mùsú	mùɲú	mùɲú	mùɲú			mùnjó, tɛ́mìndɛ̀ néé	mùɲjú	mùdó	mùzò	mùjú	mújú-sìlà:mú	múnjù	sêyⁿ	múnjù	mùnjù
numeral/count	count	numéro/compter	compter	109	8	2	count	compter	05410	old			count (things), recite (numbers)	count (things), recite (numbers)	compter (des objets), réciter (numéros)	lúgú\\lúgó	ŋíjɔ̀ⁿ	lùgú	lúwó	lúwó	lúgó	lugo	lúgó	lúgó	lúgó		lúgó	lúgó-\\lúgú			nígé			lùgó\\lùgó-lì	nìgíl\\nìgìlè, játɛ́	núgó	nógé		dígórè	nùgù
ordinal	first	ordinal	premier	110	1	1	first	premier	05415	old	basic			first (adj)	premier	dɛ́wrú		tíí	kùyɔ́:-m\\kùyɔ́:	kùyǎ-m\\kùyá, tùmmá:-m\\tùmmá:	kìyá	pɔrɔ	pɔ́:rɔ́	kùyɔ́	pɔ́:rɔ́	pɔ́:rɔ́	kò-kɛ̌:	tí:, lá:			kúyɔ́	kòsáá		cɛ̀w\\-mù	dùlɔ̌:\\dùlɛ̌:	gó:	tá:ŋgù // tégù	kìyò	kàndè	páná
ordinal	digit ordinal	ordinal	ordinal de chiffre simple	110	2	1	2nd	deuxième	05416	old	basic			second (ordinal)	deuxième	léy-ló		lèj-jé	yèy-nɛ́	yɔ̀y-nɔ̌-m\\-nɔ́	wònjò-nɔ̌:, wònjǒw	lɛynɛ	lɛ̀y-nɛ́	lèy-nɛ́	lɛ̀y-nɛ́		lɔ̀-nìrⁿí	lɛ̀-é:			nèy-yém	nèègúnò		nòzù-nò	nòjǒ:\\nòjě:	ní:ŋgá-n	nɛ́:ŋgúlù	é:ŋgùrò	dègá bàŋà	né:gú-lò
quantity	a lot	quantité	beaucoup	111	1	1	much, many, a lot	beaucoup	05429	old			much (e.g. sugar)	much (e.g. sugar)	(sucre, etc.) beaucoup	mútú	(kíì) péérɛ̄	gááj	ba᷈yⁿ→, jó→, jó:	báyⁿ	jó→, ɛ̀sí→	ɛjiⁿ,jo	ɛ̀jíⁿ→, jó:	jó:∴		bòŋó	jó→	gì-gǎ: gɔ̀			jóó-ni			táyⁿ→, dìyá gá	ígò-ndí, ségín	kùnú→	bá:			
quantity	a lot	quantité	beaucoup	111	1	2	many	nombreux	05430	old	basic			many, numerous	nombreux	mútú		lùgó	ba᷈yⁿ→, jó→	báyⁿ	jó:, ɔ̀wɔ́	jo	jó:	jó:	zó:		jó→	jó→, jì-jǒ: gɔ́			jóó-ni wɔ̀, kálé sɛ̀-lɛ́		mɛ̀m→	ségú, sèg-íⁿ→	ségín	kùnú→	jwá:, bâyⁿ	jǒ→ 	tɛ̀:bú→ (pred tɛ̀:bú bò)	jwá→
quantity	nothing	quantité	rien	111	3	2	any	aucun	05441	old	basic			(not) any	aucun	kálá:			kâ:ⁿ	xxx	kámâ, kɔ̀ kámâ	kaⁿ	kâ:ⁿ	kâ:ⁿ			X pɔ̂:ⁿ	kâ:ⁿ						kámá	xxx	hàlí X		X tà: bé:		hál X tà:ŋgà
quantity	each/all	quantité	chaque/tout	111	7	3	all, every	tout	05458	old	basic		all, every	all, every	tout, tous	cěw-là:fú:, cɛ̌y-yà:fú:, kǒwlè-yà:fú:, kěylè-yà:fú:	(kíì) páⁿ	pùú	wôy, dàⁿ-wôy ~ dò-wôy, X náŋànà: ~ X náŋnà:, cɛ̂m ~ cɛ̂w	bê:	kéréw, pɔ́s, bé:ndè, pú→, fú→, bú→	cɛw,fu,soy	cɛ̂w, fú:, sóy	kɛ̂w, pú→, kéréw	kɛ̂w	fú:	sâⁿ 	pú→			kɛ́m	fú		cɛ̂m, pú→	dîn	címà	sélè:	sáw	kúndú, sàkáy	sèlè
quantity	each/all	quantité	chaque/tout	111	7	10	each	chaque	05465	old	basic			each	chaque	kálá:		túrú púú	wôy, dàⁿ-wôy	kâ:ⁿ	kámâ, kɛ̂w	kaⁿ	kâ:ⁿ	kâ:ⁿ			wò→	kâ:ⁿ (with 'person'), tú-túrú			túmɔ́-túmɔ́, kɛ́m	fú		pú→	dîn		sélè:			sèlè
quantity	nominal suffix	quantité	suffixe substantival	111	16	1	human singular	humain singulier	05511	old	basic			(human singular suffix excluding animals, nouns)	(suffixe singulier humain mais non animal, substantifs)	 -rⁿú ~ -nú ~ -ń						n	n	n, rⁿu		n		nɛ́			 -nɛ									
quantity	nominal suffix	quantité	suffixe substantival	111	16	2	human plural	humain pluriel	05512	old	basic			(human plural suffix excluding animals, nouns)	(suffixe pluriel humain mais non animal, substantifs)	 -mú ~ -ḿ						m	m	m		m		m			 -m	wÈ xxx[vowel?]								
quantity	nominal suffix	quantité	suffixe substantival	111	16	3	animate singular	singulier animé	05513	old	basic			(animate singular suffix including humans, nouns)	(suffixe singulier animé y compris humain, substantifs)				m	 -m	ŋ, ∅												∅	∅	 -∅					
quantity	nominal suffix	quantité	suffixe substantival	111	16	4	animate plural	pluriel animé	05514	old	basic			(animate plural suffix including human, nouns)	(suffixe pluriel animé y compris humain, substantifs)				∅	 -∅	∅												mbɔ ~ mbo	mù	 -mbo					
quantity	nominal suffix	quantité	suffixe substantival	111	16	5	inanimate singular	singulier inanimé	05515	old	basic			(inanimate singular suffix, nouns)	(suffixe singulier inanimé, substantifs)				∅ (nouns), w (adjectives)			∅	∅										gɔ ~ go	∅	 -ŋgo ~ -go, -ŋge					
money	poor	argent	pauvre	114	3	2	poverty	pauvreté	05637	old			poverty ("difficulty")	poverty ("difficulty")	pauvreté (« difficulté »)	nǎŋ	kíjú		nù-nǔm	nǔm	nɔ̀mî	nam	nǎm	nǎm	nǎm		kìrɛ́	nǎm			ɲàm-ɲám				gìrìyɛ̌-n					
mental	know	mental	savoir/connaître	116	1	1	know	savoir	05681	old	basic	to know		know (a fact) (regular verb)	savoir (une proposition) (verbe régulier)		só-rè		jùwɔ́	zùwá	jùgɔ́	jugɔ	jùgɔ́	jùgɔ́		jùgɔ́		jùgɔ́-\\jùgɔ́				tìgá, tìgì-yɛ́	zùgɔ́ (zùgɔ́-tì-)	zùwɔ́\\zùwà-lí			íɲámbó			yáré ('find out, recognize')
mental	know	mental	savoir/connaître	116	1	2	know	savoir	05682	old	basic	to know		know (a fact, defective verb)	savoir (une proposition, verbe défectueux)	ùkú	só-rè										í:ⁿ wɔ̂	ígì			íí				tígà	yèy		ɛ́yⁿ	ʔɛ̀yⁿ	ɛ́ɲɔ̀ bò (3rd person), ɲɛ́yⁿ (1st/2nd person)
vision	see	vision	voir	119	1	1	see	voir	05967	old	basic	to see		see	voir	wɔ́\\wɔ́ (Perf2 wɔ̀-sɔ́)	jíɛ́	gágárá	yǐ	yí	yǐ:	ɛ	ɛ̌:	yɛ̌:\\yɛ̀-rí-	ɛ́:	ɛ̌:	ɔ̌:	yé:\\yé:			yɛ̀	wɛ̀ɛ́	yí (yí-bì- or yì-sɔ́-, neg yǎ-l)	wɔ́\\wà-lí	yɛ́\\yɛ̀	bálí-yó	mályê:	yô: (ywé, ywé:-rí)	tégè	málgè
hide/reveal	hide	cacher/dévoiler	cacher	120	1	1	hide	cacher	06032	old		to hide		go into hiding, hide (oneself)	se cacher	súmí-yⁿ\\súmí-yⁿó ~ símí-yⁿ\\símí-yⁿó	dánd-í mì		bàŋgì-yí, jɔ̀:yí	zɔ̀wíyí	dàwí-yí	baŋa	bàŋá	súgú-yó	bàŋá		bàŋ-î:	bàŋ-ɛ́:-\\bàŋ-í:			bààŋí-yɛ́			bán-jɛ́\\bàn-jà-lí	síbí-y\\sìbì-yè	jínɔ́	kú:yɛ̀ // dábyê:		yóg-gè	kúyɛ́
sound	hearing	son	audition	122	1	1	hear	entendre	06074	old	basic	to hear		hear (sound, voice)	entendre (bruit, voix)	ɛ́gú\\ɛ́gá	nnó-rè		nǔ	nú	nǔyⁿ	aga	áɣá	ɛ́gɛ́		áɣá	ɛ́gɛ́	ɛ́gɛ́			ɛ́gɛ́	nùŋɛ́	nɔ́ (nɔ̀-sɔ́-, nɔ́-bɔ̀-)	nɔ́\\nwà-lí	ŋwɛ́\\ŋwɛ̀	nú:ndó	núndé	mánù (mànì, mání-rí)	núndè	núndé
sound	whistle	son	siffler	122	7	5	whistle	siffler	06129	old		to blow		blow (horn, whistle)	faire sonner (cor, sifflet)	púrú\\púró	píjù		súsɔ́	súsá, pú:rⁿí	túsɔ́	sujɔ,piwɛ	sújɔ́, píwɛ́	tú:sɔ́		píwɛ́	sìjɛ̌ⁿ síjɛ́	sújɔ́			súdɔ́			súzɛ́\\súzá-lì	sújɛ́	bám(ú)	pè:mbé píjé			
sound	weep	son	pleurer	122	8	2	weep	pleurer	06132	old		to cry/weep		weep (verb only)	pleurer (verbe seulement)	yí\\yɛ́, pí\\pé	ʒíí	píí	yɔ́	yɔ́	kóyó	ɛⁿ,pe	ɛ̌:ⁿ, pé:	kóyó	ɛ́:ⁿ	ɛ̌:ⁿ	kɔ́:ⁿ	pí:-\\pí:, yé:\\yé:			píyé			yɛ́\\yá-lì	ɲɛ́\\ɲɛ̀	kɔ́mɔ́	wɛ́:		pê:	wwɛ́:
smell	rot	olfaction	pourrir	123	5	1	rotten	pourri	06241	old			rotten (adjective)	rotten (adjective)	pourri (adjectif)	ɔ́rɔ́	mɔ̀ɣɔ́		ɔ̀mbú	gɔ̀mú	ɔ̀mbí	ɔy	ɔ̌y	ɔ̀mbú		ɔ̌y	ɔ̀mú	ɔ̀mú			ɔ́mmáá-dɛ̀, ɲɔ̌m		gɔ̀mí	gɔ̌m	gɔ̀mɔ̂:\\gɔ̀mɛ̂:	gɔ́mɛ́-sá	ɔ́mbɛ́		gɔ̀mɛ̀	gɔ̀mɛ̀
taste	sweet	goût	doux	124	2	1	sweet	doux	06264	old		sweet		sweet, sugary (taste)	(goût) doux, sucré	ètú	déɛ́-rè		ɛ́rìm	ɛ́rùm	ɛ́rî	eru	érù	érù	érù	érù	ɛ́lú	ɛ̂:l ~ ɛ́lɛ̀l			ɛ́lɛ́lú	ɛ̀llɛ́		ɛ̌l	ɛ̀lí-yè\\ɛ̌l-ŋgò	ní:njí	ɛ́llá \\ ɛ́lɛ́lá		dènjì	nsì:ⁿ
taste	bitter	goût	amer	124	3	1	bitter	amer	06276	old		bitter		bitter (in taste)	(goût) amer	gòlú	sĩ́ĩ̀		gárì-m ~ gárù-m	gàrǔm	gárî	jeru	jé:rù	gérù xxx(see 06281)	gé:rù	jé:rù	kágárá	gálàl			gálálú	gállá		gàl	gàlí-yè\\gàlú-ŋgò		kárákárá kánní		kàr-kàr-gà	kárá-kárá, gà:là
attach/rope	tie	attacher/corde	attacher	125	6	1	tie, attach	attacher	06345	old		to tie	tie, tie up (sth or sb, with a rope)	tie, tie up (sth or sb, with a rope)	attacher (qch ou qn, avec corde)	págú\\págá	bàà		páɣá	pá:	págí	paga	págá\\págá-lì	págá	páɣá		págá	págá\\págú, kɔ́mɔ́			kɔ́mmɔ́	kɔ̀mmɛ́	kɔ́mbú (kɔ́mbú-tì-)	kɔ́mɔ́\\kɔ́má-lì	págí\\pàgè	págó	págé		sɔ́jɛ̀	sɔ́jɛ́
attach/rope	rope	attacher/corde	corde	125	8	1	rope	corde	06360	old		rope		rope, cord	corde	sǔŋ	bɔ́jéɛ̀	súwⁿ	sùŋgú	sòŋgú	sěŋ ~ sèŋí	suŋ	sǔŋ	sùŋgú	sùŋú	sǔŋ	sùŋú	sǔm			súm	síyìŋ	sùŋgó	sùŋ	sǐ:-ŋgó\\sǐ:	síŋgí	síŋgì		síŋgì	síŋgì
push/pull/throw	push	pousser/tirer/jeter	pousser	131	1	1	push	pousser	06542	old			push	push	pousser	dǎm\\dàwⁿá	ʒúmbàrà		dàmbí	dàmbí	dàmbí	dama	dàmá	dàmbá	dàmá	dàmá	dèmé	dàmá-\\dámú			dàmbá	dɔ̀ŋgɛ́	dàmbí (dàmbí-tì-)	dàmbú\\dàmbà-lí	dàmbí\\dàmbè	dámbó	túmbyê:		dúnjúrè	túmbú-gè, túmbè
push/pull/throw	pull/drag	pousser/tirer/jeter	tirer/trainer	131	2	1	pull	tirer	06546	old			pull (sth)	pull (sth)	tirer (qch)	gàgú\\gàgá	ɡómpà		bàsá	bàsá	bàsá	baja	bàjá	bàsá	bàsá	bàjá	bàjá	bìɲɛ́-\\bìɲɛ́			bìnjé	jìmbɛ́	bàdá (bàdá-tì-)	dìlíyó\\dìlìyò-lí	jùmbɛ́	ímbɛ́	gímbɛ́ // gɔ́bɛ́		gímbɛ̀	gímbɛ́
push/pull/throw	throw	pousser/tirer/jeter	jeter	131	4	4	throw	jeter	06569	old			throw (e.g. stone)	throw (e.g. stone)	jeter (pierre etc.)	dà:ⁿsú\\dà:ⁿsá	ɡúɥú		pɔ́tɔ́	gìsé	gìsé	kama	kámá	pɔ́tɔ́		kámá	kámá	kámá-\\kámú			jùmbó		gìdé (gìdé-tì-), dàgá (dàgá-tì-)	gìzé\\gìzè-lí	gìjí\\gìjè, ér\\èrè	pɔ́rɔ́	gújé		dɔ́ŋgɛ̀	gúje
touch/rub/wipe	apply	toucher/frotter/essuyer	appliquer	132	2	3	apply, rub	enduire, oindre	06584	old			rub on, apply by hand (perfume)	rub on, apply by hand (perfume)	appliquer à la main (parfum, sur la peau)	zɛ̀rⁿú\\zɛ̀rⁿá	ɡíjà		párá	táwá	párí	para	párá	párá	mìsé		pár-ì:, párá	párá-\\párú			párí-yɛ́, párá			pádí-yɛ́	pár\\pàrè	pú:-yó	póbólómì			
hit	hit	frapper	frapper	136	1	3	hit	frapper	06707	old		to hit/beat		hit, strike (general word)	frapper (terme général)	tɛ́w\\tɛ́wá	déɡ-ù	lògí	súyɔ́	sɔ́	súyɔ́, jàrⁿá	laga	láɣá	lágá	láɣá		lágá	lágá-\\lágú			bɛ̀ndɛ́	bùndé	púŋgó, bùndó, dɛ̀mɛ́	dèmɛ́\\dèmà-lí	pɛ́ndɛ́, dɛ̀njɛ́	tɛ́wɔ́	tɛ́búlɛ̀ // jání , búndé		númbè	búndé
hit	hit	frapper	frapper	136	1	4	hit	frapper	06708	old			hit lightly, tap	hit lightly, tap	frapper doucement, taper	tɛ́w\\tɛ́wá	dèɡé	lògí	súyɔ́	táwá	súyɔ́	tɛwɛ	tɛ́wɛ́				lágá	pɛ́:-\\pɛ́:			pɛ́ɛ́	pɛ̀ɛ́		pɛ́:\\pɛ́yá-lì	pɛ́ndɛ́		pɛ́y-pɛ̀y kání			pégú nám
cut	sever	couper	couper en deux	137	1	4	cut off	couper	06751	old			cut off (branch)	cut off (branch)	couper (branche)	tɛ́rú\\tɛ́rá	ʒàɣá	kɛ́ðú	tɛ́rɛ́	tɛ́rɛ́, sátí	tɛ́rɛ́	tɛrɛ	tɛ́rɛ́	tɛ́rɛ́			kɛ́jɛ́	kɛ́jɛ́-\\kɛ́jɛ́			kɛ́dɛ́			dèŋé\\dèŋè-lí	támbí\\tàmbè		kɛ́rɛ́			
