# IDS
ID	Language	Gloss	GlossID	IDS_ID	Ortho	IPA	CogID
966	English	the waist	246	4.462	waist	weɪst	744
# 
967	German	the hip	532	4.463	Hüfte	hʏftə	1606
968	French	the hip	532	4.463	hanche	ɑ̃ʃ	1607
969	Dutch	the hip	532	4.463	heup	høːp	1606
970	English	the hip	532	4.463	hip	hɪp	1606
# 
971	German	the buttocks	529	4.464	Gesäß	ɡə#zɛːs	1593
972	French	the buttocks	529	4.464	derrière	dɛʀjɛʀ	1595
973	Dutch	the buttocks	529	4.464	billen	bɪlə	1596
974	English	the buttocks	529	4.464	buttocks	bʌtəks	1594
975	English	the buttocks	529	4.464	arse	ɑːs	1597
# 
976	German	the womb	314	4.47	Gebärmutter	ɡə#bɛːr#mʊtər	942
978	French	the womb	314	4.47	utérus	yteʀys	944
979	Dutch	the womb	314	4.47	baarmoeder	baːr#muːdər	942
980	English	the womb	314	4.47	womb	wuːm	943
# 
985	German	to breathe	515	4.51	atmen	aːtmən	1548
988	French	to breathe	515	4.51	respirer	ʀɛspiʀe	1550
990	Dutch	to breathe	515	4.51	ademen	aːdəmə	1548
991	English	to breathe	515	4.51	breathe	briːð	1549
# 
992	German	to yawn	517	4.52	gaffen	ɡafən	1556
993	French	to yawn	517	4.52	bailler	bɑje	1558
994	Dutch	to yawn	517	4.52	geeuwen	xeːwə	1556
995	English	to yawn	517	4.52	yawn	jɔːn	1557
# 
996	German	to cough	516	4.53	husten	hʊstən	1553
997	French	to cough	516	4.53	tousser	tuse	1555
998	Dutch	to cough	516	4.53	hoesten	huːstə	1553
999	English	to cough	516	4.53	cough	kɔf	1554
# 
1000	German	to sneeze	153	4.54	niesen	niːzən	472
1001	French	to sneeze	153	4.54	éternuer	etɛʀnɥe	473
1002	Dutch	to sneeze	153	4.54	niezen	niːzə	472
1003	English	to sneeze	153	4.54	sneeze	sniːz	472
# 
1004	German	to perspire	511	4.55	schwitzen	ʃvɪʦən	1535
1005	French	to perspire	511	4.55	transpirer	tʀɑ̃spiʀe	1536
1006	French	to perspire	511	4.55	suer	sɥe	1537
1007	Dutch	to perspire	511	4.55	zweten	zweːtə	1535
1008	English	to perspire	511	4.55	sweat	swɛt	1535
# 
1009	German	to spit	514	4.56	spucken	ʃpʊkən	1546
1010	French	to spit	514	4.56	cracher	kʀaʃe	1547
1011	Dutch	to spit	514	4.56	spugen	spyːɣə	1546
1012	English	to spit	514	4.56	spit	spɪt	1546
# 
1013	German	to vomit	513	4.57	erbrechen	ɛr#brɛxən	1542
1014	German	to vomit	513	4.57	kotzen	kɔʦən	1544
1015	French	to vomit	513	4.57	vomir	vɔmiʀ	1543
1016	Dutch	to vomit	513	4.57	braken	braːkə	1542
1017	English	to vomit	513	4.57	vomit	vɔmɪt	-1543
1018	English	to vomit	513	4.57	puke	pjuːk	1545
# 
1019	German	to lick	510	4.59	lecken	lɛkən	1534
1020	French	to lick	510	4.59	lécher	leʃe	1534
1021	Dutch	to lick	510	4.59	likken	lɪkə	1534
1022	English	to lick	510	4.59	lick	lɪk	1534
# 
1023	German	to sleep	644	4.61	schlafen	ʃlaːfən	1959
1024	French	to sleep	644	4.61	dormir	dɔʀmiʀ	1960
1025	Dutch	to sleep	644	4.61	slapen	slaːpə	1959
1026	English	to sleep	644	4.61	sleep	sliːp	1959
# 
1027	German	to snore	232	4.612	schnarchen	ʃnarxən	694
1028	French	to snore	232	4.612	ronfler	ʀɔ̃fle	695
1029	Dutch	to snore	232	4.612	snurken	snʉrkə	694
1030	English	to snore	232	4.612	snore	snɔːr	694
# 
1031	German	to dream	645	4.62	träumen	trɔymən	1961
1032	French	to dream	645	4.62	rêver	ʀeve	1962
1033	Dutch	to dream	645	4.62	dromen	droːmə	1961
1034	English	to dream	645	4.62	dream	driːm	1961
# 
1044	German	to shiver	646	4.68	frösteln	frœstəln	1967
1045	French	to shiver	646	4.68	frissonner	fʀisɔne	1965
1046	Dutch	to shiver	646	4.68	rillen	rɪlə	1966
1047	English	to shiver	646	4.68	shiver	ʃɪvər	1964
# 
1048	German	to beget	108	4.71	zeugen	ʦɔyɡən	331
1049	French	to beget	108	4.71	engendrer	ɑ̃ʒɑ̃dʀe	333
1050	Dutch	to beget	108	4.71	verwekken	vər#wɛkə	334
1051	English	to beget	108	4.71	beget	bɪɡɛt	332
# 
1052	German	pregnant	107	4.73	schwanger	ʃvaŋər	330
1053	French	pregnant	107	4.73	enceinte	ɑ̃sɛ̃t	329
1054	Dutch	pregnant	107	4.73	zwanger	zwɑŋər	330
1055	English	pregnant	107	4.73	pregnant	prɛɡnənt	328
# 
1056	German	to be alive	106	4.74	leben	leːbən	323
1057	French	to be alive	106	4.74	vivre	vivʀ	325
1060	Dutch	to be alive	106	4.74	leven	leːvə	323
1061	English	to be alive	106	4.74	alive	ə#laɪv	323
# 
1062	German	to die	105	4.75	sterben	ʃtɛrbən	319
1063	German	to die	105	4.75	tot	toːt	320
1064	French	to die	105	4.75	mourir	muʀiʀ	321
1065	French	to die	105	4.75	mort	mɔʀ	322
1066	Dutch	to die	105	4.75	sterven	stɛrvə	319
1067	English	to die	105	4.75	die	daɪ	320
# 
1068	German	to kill	104	4.76	töten	tɶːtən	314
1069	German	to kill	104	4.76	erschlagen	ɛr#ʃlaːɡən	317
1070	German	to kill	104	4.76	umbringen	ʊm#brɪŋən	318
1071	French	to kill	104	4.76	tuer	tɥe	6021
1072	Dutch	to kill	104	4.76	doden	doːdə	314
1073	English	to kill	104	4.76	kill	kɪl	315
# 
1074	German	the corpse	103	4.77	Leichnam	laix#naːm	311
1075	German	the corpse	103	4.77	Leiche	laixə	311
1076	French	the corpse	103	4.77	cadavre	kadavʀ	313
1077	Dutch	the corpse	103	4.77	lijk	lɛɪk	311
1078	English	the corpse	103	4.77	corpse	kɔːps	312
# 
1079	German	to bury	111	4.78	begraben	bə#ɡraːbən	340
1080	German	to bury	111	4.78	beerdigen	bə.#eːrdɪɡən	342
1081	French	to bury	111	4.78	enterrer	ɑ̃teʀe	341
1082	Dutch	to bury	111	4.78	begraven	bə#ɣraːvə	340
1083	English	to bury	111	4.78	bury	bɛrɪ	6022
# 
1084	German	the grave	623	4.79	Grab	ɡraːp	1885
1086	French	the grave	623	4.79	tombeau	tɔ̃bo	1886
1087	Dutch	the grave	623	4.79	graf	xrɑf	1885
1088	English	the grave	623	4.79	grave	ɡrɑːv	1885
# 
1089	German	strong	631	4.81	stark	ʃtark	1912
1090	German	strong	631	4.81	mächtig	mɛxtɪx	1915
1093	French	strong	631	4.81	fort	fɔʀ	1914
1094	French	strong	631	4.81	puissant	pɥisɑ̃	1916
1095	Dutch	strong	631	4.81	sterk	stɛrk	1912
1096	English	strong	631	4.81	strong	strɔŋ	1913
# 
1097	German	weak	629	4.82	schwach	ʃvax	1906
1098	French	weak	629	4.82	faible	fɛbl	1908
1099	Dutch	weak	629	4.82	zwak	zwɑk	1906
1100	English	weak	629	4.82	weak	wiːk	1907
# 
1101	German	healthy	630	4.83	gesund	ɡə#zʊnt	1909
1103	French	healthy	630	4.83	santé	sɑ̃te	1911
1104	Dutch	healthy	630	4.83	gezond	xə#zɔnt	1909
1105	English	healthy	630	4.83	healthy	hɛlθɪ	1910
# 
1106	German	sick/ill	627	4.84	krank	kraŋk	1899
1108	French	sick/ill	627	4.84	malade	malad	1901
1110	Dutch	sick/ill	627	4.84	ziek	ziːk	1900
1111	English	sick/ill	627	4.84	sick	sɪk	1900
1112	English	sick/ill	627	4.84	ill	ɪl	1902
# 
1113	German	the goitre/goiter	712	4.842	Kropf	krɔp͡f	2159
1114	French	the goitre/goiter	712	4.842	goître	ɡwatʀ	2160
1115	Dutch	the goitre/goiter	712	4.842	krop	krɔp	2159
1116	English	the goitre/goiter	712	4.842	goitre	ɡɔɪtər	-2160
# 
1117	German	the cold	711	4.843	Erkältung	ɛr#kɛlt#ʊŋ	2156
1118	French	the cold	711	4.843	rhume	ʀym	2157
1119	Dutch	the cold	711	4.843	verkoudheid	vər#kɑut#hɛɪt	2156
1120	English	the cold	711	4.843	cold	kəʊld	2156
# 
1121	German	the wound or sore	628	4.85	Wunde	vʊndə	1903
1122	French	the wound or sore	628	4.85	blessure	blesyʀ	1904
1123	French	the wound or sore	628	4.85	plaie	plɛ	1904
1124	Dutch	the wound or sore	628	4.85	wond	wɔnt	1903
1125	English	the wound or sore	628	4.85	wound	waʊnd	1903
1126	English	the wound or sore	628	4.85	sore	sɔːr	1905
# 
1127	German	the bruise	169	4.852	Quetschung	kvɛʧʊŋ	521
1128	French	the bruise	169	4.852	contusion	kɔ̃tyzjɔ̃	523
1129	French	the bruise	169	4.852	bleu	blø	524
1130	Dutch	the bruise	169	4.852	kneuzing	knøːzɪŋ	6023
1131	English	the bruise	169	4.852	bruise	bruːz	522
# 
1132	German	the swelling	170	4.853	Schwellung	ʃvɛlʊŋ	525
1133	French	the swelling	170	4.853	bosse	bɔs	526
1134	French	the swelling	170	4.853	enflure	ɑ̃flyʀ	527
1135	Dutch	the swelling	170	4.853	zwelling	zwɛlɪŋ	525
1136	English	the swelling	170	4.853	swelling	swɛlɪŋ	525
# 
1137	German	the itch	171	4.854	jucken	jʊkən	528
1138	French	the itch	171	4.854	démangeaison	demɑ̃ʒɛzɔ̃	530
1139	Dutch	the itch	171	4.854	jeuk	jøːk	528
1140	English	the itch	171	4.854	itch	ɪʧ	529
# 
1141	German	the blister	172	4.855	Blase	blaːzə	531
1142	French	the blister	172	4.855	ampoule	ɑ̃pul	532
1143	Dutch	the blister	172	4.855	blaar	blaːr	6024
1144	English	the blister	172	4.855	blister	blɪstər	6025
# 
1145	German	the boil	173	4.856	Furunkel	fuːrʊŋkəl	-533
1146	French	the boil	173	4.856	furoncle	fyʀɔ̃kl	533
1147	Dutch	the boil	173	4.856	steenpuist	steːmpœyst	535
1148	English	the boil	173	4.856	boil	bɔɪl	534
# 
1149	German	the scar	164	4.858	Narbe	narbə	505
1150	French	the scar	164	4.858	cicatrice	sikatʀis	507
1151	Dutch	the scar	164	4.858	litteken	lɪteːkə	508
1152	English	the scar	164	4.858	scar	skɑːr	506
# 
1153	German	to cure	626	4.86	heilen	hailən	1895
1154	French	to cure	626	4.86	guérir	ɡeʀiʀ	1897
1155	Dutch	to cure	626	4.86	genezen	xə#neːzə	1898
1156	English	to cure	626	4.86	cure	kjʊəreɪ	1896
1157	English	to cure	626	4.86	heal	hiːl	1895
# 
1158	German	the medicine	624	4.88	Arznei	aːrʦ#nai	1887
1159	German	the medicine	624	4.88	Heilmittel	hail#mɪtəl	1890
1161	French	the medicine	624	4.88	remède	ʀəmɛd	1889
1162	French	the medicine	624	4.88	médecine	mɛdsin	1888
1163	Dutch	the medicine	624	4.88	medicijn	meːdiːsɛɪn	-1888
1164	English	the medicine	624	4.88	medicine	mɛdsɪn	-1888
# 
1165	German	the poison	625	4.89	Gift	ɡɪft	1892
1166	French	the poison	625	4.89	poison	pwazɔ̃	1893
1167	Dutch	the poison	625	4.89	gif	xɪf	1892
1168	English	the poison	625	4.89	poison	pɔɪzṇ	-1893
# 
1169	German	tired	87	4.91	müde	myːdə	260
1170	French	tired	87	4.91	fatigué	fatiɡe	262
1171	Dutch	tired	87	4.91	moe	muː	260
1172	English	tired	87	4.91	tired	taɪəd	261
# 
1173	German	lazy	90	4.92	faul	faul	270
1174	German	lazy	90	4.92	lässig	lɛsɪx	271
1175	French	lazy	90	4.92	paresseux	paʀɛsø	272
1176	Dutch	lazy	90	4.92	lui	lœy	273
1177	English	lazy	90	4.92	lazy	leɪzɪ	271
# 
1178	German	bald	379	4.93	kahl	kaːl	1144
1179	French	bald	379	4.93	chauve	ʃov	1146
1180	Dutch	bald	379	4.93	kaal	kaːl	1144
1181	English	bald	379	4.93	bald	bɔːld	1145
# 
1182	German	lame	92	4.94	lahm	laːm	276
1183	French	lame	92	4.94	boiteux	bwatø	277
1184	Dutch	lame	92	4.94	lam	lɑm	276
1185	English	lame	92	4.94	lame	lɑːmeɪ	276
# 
1186	German	deaf	91	4.95	taub	taup	274
1187	French	deaf	91	4.95	sourd	suʀ	275
1188	Dutch	deaf	91	4.95	doof	doːf	274
1189	English	deaf	91	4.95	deaf	dɛf	274
# 
1190	German	blind	93	4.97	blind	blɪnt	278
1191	French	blind	93	4.97	aveugle	avœɡl	279
1192	Dutch	blind	93	4.97	blind	blɪnt	278
1193	English	blind	93	4.97	blind	blaɪnd	278
# 
1194	German	drunk	86	4.98	betrunken	bə#trʊŋkən	258
1195	French	drunk	86	4.98	ivre	ivʀ	259
1196	Dutch	drunk	86	4.98	dronken	drɔŋkə	258
1197	English	drunk	86	4.98	drunk	drʌŋk	258
# 
1198	German	naked	85	4.99	nackt	nakt	256
1199	French	naked	85	4.99	nu	ny	257
1200	Dutch	naked	85	4.99	naakt	naːkt	256
1201	English	naked	85	4.99	naked	neɪkɪd	256
# 
1202	German	to eat	126	5.11	essen	ɛsən	383
1203	German	to eat	126	5.11	speisen	ʃpaizən	380
1204	French	to eat	126	5.11	manger	mɑ̃ʒe	382
1205	Dutch	to eat	126	5.11	eten	eːtə	383
1206	English	to eat	126	5.11	eat	iːt	383
# 
1207	German	the food	123	5.12	Essen	ɛsən	371
1208	German	the food	123	5.12	Nahrung	naːrʊŋ	373
1210	French	the food	123	5.12	nourriture	nuʀityʀ	375
1211	Dutch	the food	123	5.12	voedsel	vuːʦəl	374
1212	English	the food	123	5.12	food	fuːd	372
# 
1213	German	ripe	70	5.123	reif	raif	207
1214	French	ripe	70	5.123	mûr	myʀ	208
1215	Dutch	ripe	70	5.123	rijp	rɛɪp	207
1216	English	ripe	70	5.123	ripe	raɪp	207
# 
1217	German	rotten	440	5.125	faul	faul	1316
1218	French	rotten	440	5.125	pourri	puʀi	1318
1219	Dutch	rotten	440	5.125	rot	rɔt	1317
1220	English	rotten	440	5.125	rotten	rɔtṇ	1317
# 
1221	German	to drink	124	5.13	trinken	trɪŋkən	376
1222	French	to drink	124	5.13	boire	bwaʀ	377
1223	Dutch	to drink	124	5.13	drinken	drɪŋkə	376
1224	English	to drink	124	5.13	drink	drɪŋk	376
# 
1225	German	the famine	146	5.141	Hungersnot	hʊŋərs#noːt	451
1226	French	the famine	146	5.141	famine	famin	452
1227	French	the famine	146	5.141	disette	dizɛt	453
1228	Dutch	the famine	146	5.141	hongersnood	hɔŋərs#noːt	451
1229	English	the famine	146	5.141	famine	fæmɪn	-452
# 
1230	German	to suck	127	5.16	saugen	zauɡən	384
1231	French	to suck	127	5.16	sucer	syse	384
1232	Dutch	to suck	127	5.16	zuigen	zœyɣə	384
1233	English	to suck	127	5.16	suck	sʌk	384
# 
1234	German	to chew	130	5.18	kauen	kauən	393
1235	French	to chew	130	5.18	mastiquer	mastike	395
1237	Dutch	to chew	130	5.18	kauwen	kɑuwə	393
1238	English	to chew	130	5.18	chew	ʧuː	394
# 
1240	German	to swallow	721	5.181	schlucken	ʃlʊkən	2180
1241	French	to swallow	721	5.181	avaler	avale	2182
1242	Dutch	to swallow	721	5.181	doorslikken	doːrs#lɪkə	2180
1243	English	to swallow	721	5.181	swallow	swɔləʊ	2181
# 
1244	German	to roast or fry	663	5.23	rösten	rɶːstən	2014
1245	French	to roast or fry	663	5.23	rôtir	ʀɔtiʀ	2014
1246	French	to roast or fry	663	5.23	frire	fʀiʀ	2016
1247	Dutch	to roast or fry	663	5.23	braden	braːdə	2015
1248	English	to roast or fry	663	5.23	roast	rɔːst	2014
1249	English	to roast or fry	663	5.23	fry	fraɪ	2016
# 
1250	German	the oven	661	5.25	Ofen	oːfən	2009
1252	French	the oven	661	5.25	four	fuʀ	2010
1253	Dutch	the oven	661	5.25	oven	oːvə	2009
1254	English	the oven	661	5.25	oven	ʌvṇ	2009
# 
1255	German	the pot	660	5.26	Topf	tɔp͡f	2005
1257	French	the pot	660	5.26	casserole	kasʀɔl	2007
1258	French	the pot	660	5.26	marmite	maʀmit	2008
1259	Dutch	the pot	660	5.26	pot	pɔt	2006
1260	English	the pot	660	5.26	pot	pɔt	2006
# 
1261	German	the kettle	659	5.27	Kessel	kɛsəl	2003
1262	French	the kettle	659	5.27	bouilloire	bujwaʀ	2004
1263	Dutch	the kettle	659	5.27	ketel	keːtəl	2003
1264	English	the kettle	659	5.27	kettle	kɛtḷ	2003
# 
1265	German	the pan	667	5.28	Pfanne	p͡fanə	2024
1266	French	the pan	667	5.28	casserole	kasʀɔl	2025
1267	Dutch	the pan	667	5.28	pan	pɑn	2024
1268	English	the pan	667	5.28	pan	pæn	2024
# 
1269	German	the plate	444	5.32	Teller	tɛlər	1326
1270	French	the plate	444	5.32	assiette	asjɛt	1328
1271	Dutch	the plate	444	5.32	bord	bɔrt	1327
1272	English	the plate	444	5.32	plate	pleɪt	6025
# 
1273	German	the bowl	445	5.33	Napf	nap͡f	1329
1274	German	the bowl	445	5.33	Schale	ʃaːlə	1332
1275	French	the bowl	445	5.33	bol	bɔl	1330
1276	Dutch	the bowl	445	5.33	kom	kɔm	1331
1277	English	the bowl	445	5.33	bowl	bəʊl	-1330
# 
1278	German	the cup	442	5.35	Tasse	tasə	-1320
1279	French	the cup	442	5.35	tasse	tɑs	1320
1280	French	the cup	442	5.35	coupe	kup	1321
1281	Dutch	the cup	442	5.35	kop	kɔp	1321
1282	English	the cup	442	5.35	cup	kʌp	1321
# 
1283	German	the saucer	443	5.36	Untertasse	ʊntər#tasə	1322
1284	French	the saucer	443	5.36	soucoupe	su#kup	1324
1285	Dutch	the saucer	443	5.36	schotel	sxoːtəl	1325
1286	English	the saucer	443	5.36	saucer	sɔːsər	1323
# 
1287	German	the fork	447	5.39	Gabel	ɡaːbəl	1336
1288	French	the fork	447	5.39	fourchette	fuʀʃɛt	1337
1289	Dutch	the fork	447	5.39	vork	vɔrk	-1337
1290	English	the fork	447	5.39	fork	fɔːk	-1337
# 
1291	German	the tongs	650	5.391	Zange	ʦaŋə	1976
1292	French	the tongs	650	5.391	pinces	pɛ̃se	1978
1293	Dutch	the tongs	650	5.391	tang	tɑŋ	1976
1294	English	the tongs	650	5.391	tongs	tɔŋz	1976
# 
1295	German	the meal	414	5.41	Mahlzeit	maːlʦait	1243
1296	German	the meal	414	5.41	Mahl	maːl	1243
1297	French	the meal	414	5.41	repas	ʀəpɑ	1244
1298	Dutch	the meal	414	5.41	maaltijd	maːl#tɛɪt	1243
1299	English	the meal	414	5.41	meal	miːl	1243
# 
1300	German	the lunch	416	5.43	Mittagessen	mɪtaːk#ɛsən	1248
1301	French	the lunch	416	5.43	déjeuner	deʒœne	1250
1302	Dutch	the lunch	416	5.43	lunch	lʉnʃ	1249
1303	Dutch	the lunch	416	5.43	middageten	mɪdɑɣ#eːtə	1248
1304	English	the lunch	416	5.43	lunch	lʌnʧ	-1249
# 
1306	German	the dinner	419	5.44	Abendessen	aːbənt#ɛsən	1260
1307	French	the dinner	419	5.44	dîner	dine	1259
1308	Dutch	the dinner	419	5.44	diner	diːneː	-1259
1309	Dutch	the dinner	419	5.44	avondeten	aːvɔnd#eːtə	1260
1310	English	the dinner	419	5.44	dinner	dɪnər	-1259
# 
1311	German	the supper	418	5.45	Abendessen	aːbənt#ɛsən	1255
1312	German	the supper	418	5.45	Abendbrot	aːbənt#broːt	1257
1313	French	the supper	418	5.45	souper	supe	1256
1314	Dutch	the supper	418	5.45	avondeten	aːvɔnd#eːtə	1255
1315	English	the supper	418	5.45	supper	sʌpər	-1256
# 
1316	German	to peel	421	5.46	schälen	ʃɛːlən	1264
1317	French	to peel	421	5.46	peler	pəle	1265
1318	French	to peel	421	5.46	éplucher	eplyʃe	1266
1319	Dutch	to peel	421	5.46	pellen	pɛlə	1265
1320	Dutch	to peel	421	5.46	schillen	sxɪlə	1264
1321	English	to peel	421	5.46	peel	piːl	1265
# 
1323	German	to sieve or to strain	420	5.47	sieben	ziːbən	1261
1324	French	to sieve or to strain	420	5.47	passer	pɑse	1262
1325	Dutch	to sieve or to strain	420	5.47	zeven	zeːvə	1261
1326	English	to sieve or to strain	420	5.47	sieve	sɪv	1261
1327	English	to sieve or to strain	420	5.47	strain	streɪn	1263
# 
1328	German	the bread	218	5.51	Brot	broːt	655
1329	French	the bread	218	5.51	pain	pɛ̃	656
1330	Dutch	the bread	218	5.51	brood	broːt	655
1331	English	the bread	218	5.51	bread	brɛd	655
# 
1332	German	the dough	216	5.53	Teig	taik	650
1333	French	the dough	216	5.53	pâte	pɑt	651
1334	Dutch	the dough	216	5.53	deeg	deːx	650
1335	English	the dough	216	5.53	dough	dəʊ	650
# 
1336	German	to knead	509	5.54	kneten	kneːtən	1532
1337	French	to knead	509	5.54	pétrir	petʀiʀ	1533
1338	Dutch	to knead	509	5.54	kneden	kneːdə	1532
1339	English	to knead	509	5.54	knead	niːd	1532
# 
1340	German	to crush or to grind	212	5.56	mahlen	maːlən	638
1341	French	to crush or to grind	212	5.56	écraser	ekʀɑze	640
1342	French	to crush or to grind	212	5.56	broyer	bʀwaje	641
1343	Dutch	to crush or to grind	212	5.56	malen	maːlə	638
1344	Dutch	to crush or to grind	212	5.56	fijnmalen	fɛɪn#maːlə	638
1345	English	to crush or to grind	212	5.56	grind	ɡraɪnd	639
1346	English	to crush or to grind	212	5.56	crush	krʌʃ	-640
# 
1347	German	the meat	9	5.61	Fleisch	flaiʃ	27
1348	French	the meat	9	5.61	viande	vjɑ̃d	29
1349	Dutch	the meat	9	5.61	vlees	vleːs	27
1350	English	the meat	9	5.61	meat	miːt	28
# 
1351	German	the soup	12	5.64	Suppe	zʊpə	-36
1352	German	the soup	12	5.64	Brühe	bryːə	37
1353	French	the soup	12	5.64	soupe	sup	36
1354	French	the soup	12	5.64	potage	pɔtaʒ	38
1355	Dutch	the soup	12	5.64	soep	suːp	-36
1356	English	the soup	12	5.64	soup	suːp	-36
# 
1357	German	the bean	11	5.66	Bohne	boːnə	34
1358	French	the bean	11	5.66	haricot	aʀiko	35
1359	Dutch	the bean	11	5.66	boon	boːn	34
1360	English	the bean	11	5.66	bean	biːn	34
# 
1361	German	the fig	548	5.75	feige	faiɡə	-1647
1362	French	the fig	548	5.75	figue	fiɡ	1647
1363	Dutch	the fig	548	5.75	vijg	vɛɪx	-1647
1364	English	the fig	548	5.75	fig	fɪɡ	-1647
# 
1365	German	the nut	550	5.77	Nuss	nʊs	1650
1366	French	the nut	550	5.77	noix	nwa	1650
1367	Dutch	the nut	550	5.77	noot	noːt	1650
1368	English	the nut	550	5.77	nut	nʌt	1650
# 
1373	German	the oil	537	5.79	öl	ɶːl	-1615
1374	French	the oil	537	5.79	huile	ɥil	1615
1375	Dutch	the oil	537	5.79	olie	oːliː	-1615
1376	English	the oil	537	5.79	oil	ɔɪl	-1615
# 
1377	German	the grease or fat	42	5.791	fett	fɛt	125
1378	French	the grease or fat	42	5.791	graisse	ɡʀɛs	126
1379	Dutch	the grease or fat	42	5.791	vet	vɛt	125
1380	English	the grease or fat	42	5.791	fat	fæt	125
1381	English	the grease or fat	42	5.791	grease	ɡriːz	-126
# 
1382	German	the salt	555	5.81	Salz	zalʦ	1663
1383	French	the salt	555	5.81	sel	sɛl	1663
1384	Dutch	the salt	555	5.81	zout	zɑut	1663
1385	English	the salt	555	5.81	salt	sɔːlt	1663
# 
1386	German	the honey	553	5.84	Honig	hoːnɪx	1659
1387	French	the honey	553	5.84	miel	mjɛl	1660
1388	Dutch	the honey	553	5.84	honing	hoːnɪŋ	1659
1389	English	the honey	553	5.84	honey	hʌnɪ	1659
# 
1390	German	the milk	554	5.86	Milch	mɪlx	1661
1391	French	the milk	554	5.86	lait	lɛ	1662
1392	Dutch	the milk	554	5.86	melk	mɛlk	1661
1393	English	the milk	554	5.86	milk	mɪlk	1661
# 
1394	German	the butter	559	5.89	Butter	bʊtər	1676
1395	French	the butter	559	5.89	beurre	bœʀ	1677
1396	Dutch	the butter	559	5.89	boter	boːtər	1676
1397	English	the butter	559	5.89	butter	bʌtər	1676
# 
1398	German	the drink	157	5.9	Getränk	ɡə#trɛŋk	480
1399	French	the drink	157	5.9	boisson	bwasɔ̃	481
1400	Dutch	the drink	157	5.9	drank	drɑŋk	480
1401	English	the drink	157	5.9	drink	drɪŋk	480
# 
1402	German	to put on	731	6.11	kleiden	klaidən	2212
1403	French	to put on	731	6.11	porter	pɔʀte	2214
1404	Dutch	to put on	731	6.11	aantrekken	aːn#trɛkə	2215
1405	English	to put on	731	6.11	put on	pʊt#ɔn	2213
# 
1406	German	the clothing or clothes	490	6.12	Kleidung	klaidʊŋ	1466
1407	French	the clothing or clothes	490	6.12	habit	abi	1467
1408	French	the clothing or clothes	490	6.12	vêtement	vɛtmɑ̃	1468
1410	Dutch	the clothing or clothes	490	6.12	kleding	kleːdɪŋ	1466
1411	English	the clothing or clothes	490	6.12	clothes	kləʊðz	1466
# 
1412	German	the tailor	489	6.13	Schneider	ʃnaidər	1463
1413	French	the tailor	489	6.13	tailleur	tajœʀ	1464
1414	Dutch	the tailor	489	6.13	kleermaker	kleːr#maːkər	1465
1415	English	the tailor	489	6.13	tailor	teɪlər	-1464
# 
1416	German	the cloth	758	6.21	Stoff	ʃtɔf	-2290
1417	French	the cloth	758	6.21	étoffe	etɔf	2290
1418	French	the cloth	758	6.21	tissu	tisy	2292
1419	Dutch	the cloth	758	6.21	stof	stɔf	-2290
1420	English	the cloth	758	6.21	cloth	klɔθ	2291
# 
1421	German	the wool	755	6.22	Wolle	vɔlə	2277
1422	French	the wool	755	6.22	laine	lɛːn	2278
1423	Dutch	the wool	755	6.22	wol	wɔl	2277
1424	English	the wool	755	6.22	wool	wʊl	2277
# 
1425	German	the linen	756	6.23	leinen	lainən	2279
1427	German	the linen	756	6.23	Flachs	flaks	2282
1428	French	the linen	756	6.23	lin	lɛ̃	2279
1429	Dutch	the linen	756	6.23	linnen	lɪnə	2279
1430	English	the linen	756	6.23	linen	lɪnɪn	2279
# 
1435	German	the felt	752	6.27	Filz	fɪlʦ	2271
1436	French	the felt	752	6.27	feutre	føtʀ	2272
1437	Dutch	the felt	752	6.27	vilt	vɪlt	2271
1438	English	the felt	752	6.27	felt	fɛlt	2271
# 
1439	German	the leather	759	6.29	Leder	leːdər	2293
1440	French	the leather	759	6.29	cuir	kɥiʀ	2294
1441	Dutch	the leather	759	6.29	leer	leːr	2293
1442	English	the leather	759	6.29	leather	lɛðər	2293
# 
1443	German	to spin	206	6.31	spinnen	ʃpɪnən	624
1444	French	to spin	206	6.31	filer	file	625
1445	Dutch	to spin	206	6.31	spinnen	spɪnə	624
1446	English	to spin	206	6.31	spin	spɪn	624
# 
1447	German	the spindle	208	6.32	Spindel	ʃpɪndəl	628
1448	French	the spindle	208	6.32	fuseau	fyzo	629
1449	Dutch	the spindle	208	6.32	spindel	spɪndəl	628
1450	English	the spindle	208	6.32	spindle	spɪndḷ	628
# 
1451	German	to weave	207	6.33	weben	veːbən	626
1452	French	to weave	207	6.33	tisser	tise	627
1453	Dutch	to weave	207	6.33	weven	weːvə	626
1454	English	to weave	207	6.33	weave	wiːv	626
# 
1455	German	the needle(1)	210	6.36	Nadel	naːdəl	633
1456	French	the needle(1)	210	6.36	aiguille	eɡɥij	634
1457	Dutch	the needle(1)	210	6.36	naald	naːlt	633
1458	English	the needle(1)	210	6.36	needle	niːdḷ	633
# 
1459	German	to dye	211	6.39	färben	fɛrbən	635
1460	French	to dye	211	6.39	teindre	tɛ̃dʀ	637
1461	Dutch	to dye	211	6.39	verven	vɛrvə	635
1462	English	to dye	211	6.39	dye	daɪ	636
# 
1463	German	the collar	191	6.45	Kragen	kraːɡən	586
1464	French	the collar	191	6.45	col	kɔl	587
1465	Dutch	the collar	191	6.45	kraag	kraːx	586
1466	English	the collar	191	6.45	collar	kɔlər	-587
# 
